district,year,lat,lng,temperature_increase_c,sea_level_rise_m,rainfall_change_pct,cyclone_intensity_index,humidity_pct,river_overflow_index,deforestation_pct,flood_risk_pct,crop_loss_pct,migration_people,disease_risk_pct,economic_damage_usd
Chittagong,2059,22.3569,91.7832,3.18,1.82,2.44,5.16,63.41,55.7,21.97,52.81,30.83,158188,38.26,52450277.73
Faridpur,2044,23.607,89.8429,2.35,1.88,17.3,7.15,72.05,12.73,17.25,32.27,36.49,92513,22.9,54543815.37
Rangpur,2096,25.7439,89.2752,3.0,1.29,27.47,9.84,78.17,44.23,36.69,50.61,49.63,80995,47.18,36653624.85
Barisal,2028,22.701,90.3535,1.03,0.0,20.19,5.11,72.84,50.7,4.38,46.37,38.65,220173,38.1,44109774.45
Shariatpur,2063,23.2423,90.4348,3.04,1.77,22.23,3.43,69.8,78.01,16.39,60.8,31.93,159787,46.04,36989552.17
Chittagong,2041,22.3569,91.7832,1.81,1.11,12.39,6.82,86.18,35.92,33.1,43.07,51.44,250577,37.09,84238384.22
Faridpur,2072,23.607,89.8429,2.51,1.58,30.99,7.12,79.6,48.08,24.59,51.37,41.51,236281,35.7,47395980.94
Patuakhali,2075,22.3596,90.3296,4.97,1.69,36.39,8.65,82.33,74.68,38.06,75.18,73.96,370768,61.64,157904361.08
Rangpur,2047,25.7439,89.2752,0.68,0.67,-6.65,5.06,69.99,24.18,30.1,27.05,31.63,45312,23.52,17435582.42
Patuakhali,2068,22.3596,90.3296,3.6,1.81,13.25,8.77,85.26,66.2,28.19,75.5,71.77,585787,64.34,195015736.36
Bhola,2042,22.6859,90.6482,0.49,0.95,-3.96,6.54,86.66,31.86,20.55,46.75,33.85,214320,46.75,33945906.41
Bagerhat,2052,22.6602,89.7895,3.14,1.84,26.41,8.01,79.17,52.01,19.67,66.56,56.82,482277,63.0,167891683.47
Jhalokati,2083,22.6406,90.1987,2.94,2.92,41.36,8.99,77.38,64.22,21.78,86.62,79.47,709124,65.94,130229425.52
Cox's Bazar,2036,21.4272,92.0058,3.23,0.28,13.51,7.75,79.88,72.72,12.07,50.68,57.58,238734,49.37,105549793.28
Shariatpur,2033,23.2423,90.4348,1.86,0.77,7.16,6.88,100.0,44.0,17.93,35.84,34.44,135397,39.85,51026951.63
Bhola,2051,22.6859,90.6482,3.21,1.31,2.28,8.83,77.48,17.83,27.63,61.46,48.08,337333,51.45,159696763.91
Chittagong,2027,22.3569,91.7832,0.43,0.74,3.78,5.7,68.54,10.7,21.58,30.9,40.69,137171,28.06,69703091.27
Comilla,2041,23.4607,91.1809,2.75,1.3,29.3,3.97,71.81,33.25,8.91,28.68,29.61,78798,23.4,26632197.15
Barisal,2055,22.701,90.3535,3.61,1.76,37.88,7.6,84.08,26.05,22.03,57.28,56.52,372925,52.59,126955302.97
Noakhali,2092,22.8696,91.0995,3.54,3.34,42.05,7.58,80.98,37.26,33.15,77.08,62.92,562239,47.45,159629470.63
Rajshahi,2099,24.3745,88.6042,5.32,0.92,22.59,6.15,80.42,43.37,28.98,36.24,30.88,52314,27.95,15167285.14
Noakhali,2056,22.8696,91.0995,2.29,2.37,25.88,4.22,80.82,53.64,22.27,49.05,50.45,174119,44.44,66841475.25
Bhola,2058,22.6859,90.6482,3.91,1.96,14.82,8.93,74.73,49.88,13.46,66.31,64.31,518996,46.02,186272789.25
Faridpur,2095,23.607,89.8429,5.29,1.77,21.15,8.89,76.97,77.97,33.67,67.4,59.9,212569,46.67,95155471.74
Rangpur,2090,25.7439,89.2752,3.15,1.22,43.88,5.69,78.22,36.9,46.54,42.1,35.16,57054,27.28,15586895.19
Patuakhali,2025,22.3596,90.3296,1.36,0.25,13.72,5.05,74.02,25.56,11.59,32.71,37.0,170422,27.55,45533075.74
Pirojpur,2056,22.5841,89.972,3.62,1.49,16.22,7.11,71.49,64.84,24.76,57.23,50.78,260782,56.46,91847854.26
Jhalokati,2074,22.6406,90.1987,3.75,1.6,32.51,8.31,70.9,57.31,27.7,65.66,61.27,378782,60.66,93348581.1
Satkhira,2085,22.7185,89.0705,4.33,2.92,40.89,10.0,85.08,77.84,28.54,91.75,80.94,827106,72.07,267517248.57
Cox's Bazar,2083,21.4272,92.0058,3.41,2.39,44.07,9.97,75.15,70.51,25.26,89.11,78.65,845352,63.6,230880890.65
Bhola,2094,22.6859,90.6482,3.52,3.15,33.6,8.74,79.72,83.11,28.61,100.0,82.94,586412,71.95,180549857.68
Chittagong,2046,22.3569,91.7832,1.57,1.07,-1.01,6.3,82.8,28.26,15.74,43.67,43.35,117223,53.4,78664205.59
Pirojpur,2056,22.5841,89.972,2.33,0.48,32.52,5.84,81.57,41.93,25.17,36.87,47.27,143523,52.85,91982241.15
Satkhira,2097,22.7185,89.0705,5.38,3.11,56.3,9.51,73.36,89.6,43.23,100.0,81.01,685441,59.09,298870791.56
Chittagong,2071,22.3569,91.7832,3.38,1.55,7.0,8.15,77.9,65.27,17.13,60.63,40.38,180564,63.85,143724948.15
Shariatpur,2056,23.2423,90.4348,1.79,1.08,35.5,5.64,79.73,43.86,18.72,39.26,40.94,122360,41.37,45254398.03
Chandpur,2044,23.2333,90.6712,2.99,0.75,31.4,2.72,74.2,38.83,35.45,20.36,25.89,80955,22.09,20558294.67
Khulna,2064,22.8456,89.5403,2.97,2.66,32.33,9.62,77.0,39.17,23.59,73.52,75.94,544626,55.12,224128233.61
Cox's Bazar,2100,21.4272,92.0058,5.12,2.88,57.39,9.13,86.79,70.29,40.95,91.91,71.83,722258,65.78,231828301.1
Cox's Bazar,2077,21.4272,92.0058,2.81,1.8,40.63,7.74,86.17,53.4,37.05,67.8,66.18,384646,55.85,168758020.0
Satkhira,2063,22.7185,89.0705,3.2,1.83,27.07,10.0,86.26,50.75,26.85,71.0,72.0,582834,66.65,224598116.47
Patuakhali,2049,22.3596,90.3296,2.9,1.24,4.8,8.66,86.34,46.5,27.07,66.2,71.7,558208,48.61,238735755.1
Patuakhali,2039,22.3596,90.3296,1.25,0.36,23.17,5.41,78.47,48.47,14.2,33.05,40.05,158609,39.11,45162169.34
Satkhira,2092,22.7185,89.0705,4.7,3.26,24.97,7.46,82.24,72.9,36.11,86.55,71.05,696664,61.9,115600058.22
Chandpur,2084,23.2333,90.6712,5.39,1.32,34.05,7.89,81.87,59.03,39.85,60.17,64.1,269706,48.36,80318439.89
Shariatpur,2062,23.2423,90.4348,2.95,2.43,31.67,7.97,76.47,43.11,32.74,76.19,70.39,429523,53.52,126050967.82
Chandpur,2027,23.2333,90.6712,0.0,0.0,11.55,3.99,66.4,30.33,12.99,16.1,19.58,53113,22.12,25691822.19
Bagerhat,2062,22.6602,89.7895,1.14,1.72,26.24,7.91,75.71,34.98,24.81,53.72,65.74,331784,47.69,184338149.54
Bogura,2083,24.8465,89.3776,4.15,1.17,44.17,7.77,82.35,50.37,25.86,47.74,52.9,101995,43.66,35547473.2
Comilla,2090,23.4607,91.1809,3.82,2.16,58.31,7.1,79.03,88.72,33.1,79.85,59.28,257432,53.42,89984242.7
Rangpur,2070,25.7439,89.2752,2.27,0.47,41.73,6.15,76.84,59.3,35.83,37.17,36.43,38141,31.06,18297484.34
Pirojpur,2082,22.5841,89.972,2.89,1.98,16.82,9.21,69.27,42.79,15.3,69.66,52.1,395168,64.72,180352744.04
Satkhira,2071,22.7185,89.0705,3.39,1.63,10.5,7.75,87.28,62.67,21.55,70.18,46.41,329856,51.65,127116909.98
Bagerhat,2056,22.6602,89.7895,2.33,1.4,22.74,7.73,79.2,41.44,26.48,61.43,55.0,351580,57.75,93321412.32
Chittagong,2069,22.3569,91.7832,1.98,1.72,13.35,10.0,76.67,44.19,23.77,68.1,65.08,446023,36.58,163953935.23
Shariatpur,2091,23.2423,90.4348,4.91,2.93,33.58,10.0,75.43,71.43,28.02,79.31,68.34,540829,62.28,191850351.32
Rangpur,2038,25.7439,89.2752,2.44,0.07,18.58,4.57,80.36,37.85,12.55,33.33,34.21,36736,21.01,15880504.08
Patuakhali,2036,22.3596,90.3296,1.41,1.03,7.55,5.22,75.57,57.8,18.17,39.29,30.85,183070,33.21,40874929.27
Khulna,2030,22.8456,89.5403,1.78,0.32,16.4,5.53,79.15,41.67,0.0,36.9,39.16,174055,39.25,74411853.77
Chandpur,2038,23.2333,90.6712,0.57,1.42,32.1,5.0,75.2,0.0,15.85,18.93,30.23,76393,31.09,37257416.72
Dhaka,2082,23.8103,90.4125,5.48,1.27,13.15,6.6,78.84,59.4,22.62,45.5,34.4,82271,45.79,34361107.55
Dhaka,2043,23.8103,90.4125,1.58,1.17,-3.26,2.68,69.64,36.62,29.42,24.33,17.66,37427,29.71,11518862.86
Patuakhali,2090,22.3596,90.3296,2.96,2.68,53.66,9.4,77.49,82.52,27.65,100.0,94.21,870203,61.05,412050434.92
Sylhet,2046,24.8949,91.8687,1.72,1.32,28.93,7.7,73.27,43.74,11.11,52.4,45.83,199561,43.86,61810579.23
Pirojpur,2077,22.5841,89.972,4.06,2.91,22.45,9.03,83.14,55.64,16.65,73.9,60.0,268422,67.17,158612584.78
Shariatpur,2025,23.2423,90.4348,0.0,0.0,9.96,7.55,70.81,42.96,11.16,38.75,48.02,166287,36.98,83666930.87
Rajshahi,2054,24.3745,88.6042,3.23,0.2,42.7,5.77,80.7,41.25,18.69,33.97,28.26,51436,32.89,11216968.57
Pirojpur,2070,22.5841,89.972,1.72,2.22,10.73,8.16,80.62,51.11,30.51,67.58,43.61,312309,56.59,146876333.83
Bagerhat,2060,22.6602,89.7895,1.54,1.47,0.51,9.57,84.81,52.99,25.66,74.47,74.98,665345,63.71,177001945.58
Faridpur,2059,23.607,89.8429,3.24,1.0,18.33,8.18,88.61,32.81,21.96,47.78,48.37,155076,56.38,66085144.16
Noakhali,2061,22.8696,91.0995,4.09,1.41,23.07,5.13,77.81,25.62,30.58,45.79,41.3,196759,43.1,49316563.33
Shariatpur,2093,23.2423,90.4348,4.73,1.44,47.47,6.25,81.55,43.38,44.58,44.89,39.4,172351,39.19,39440247.98
Faridpur,2054,23.607,89.8429,0.76,0.46,12.97,7.32,85.87,58.53,21.51,28.88,38.39,129752,47.45,43697779.87
Pirojpur,2061,22.5841,89.972,2.26,2.56,3.15,5.24,84.5,41.2,15.15,65.7,47.3,256337,39.63,114654335.56
Shariatpur,2034,23.2423,90.4348,2.54,1.02,5.79,4.18,84.64,56.02,2.38,43.52,28.49,104472,40.44,28329409.15
Khulna,2065,22.8456,89.5403,2.23,1.67,24.93,5.94,88.71,58.2,40.02,57.6,50.36,398798,45.14,92635914.68
Patuakhali,2061,22.3596,90.3296,1.69,2.13,33.15,9.35,84.18,68.32,23.72,74.43,85.26,455107,53.85,241091305.0
Noakhali,2089,22.8696,91.0995,4.14,3.18,5.66,8.21,70.58,73.62,19.69,79.55,65.65,570292,57.48,173601172.36
Cox's Bazar,2046,21.4272,92.0058,1.81,0.54,26.87,7.14,82.6,45.21,11.25,50.81,49.46,248969,45.24,80483366.74
Khulna,2096,22.8456,89.5403,3.18,2.68,33.47,10.0,88.9,42.31,44.74,92.44,78.69,406490,66.99,307617039.31
Dhaka,2060,23.8103,90.4125,1.94,1.7,-9.42,5.44,76.23,59.89,34.72,50.11,27.42,97410,43.22,17727574.71
Noakhali,2034,22.8696,91.0995,0.94,1.15,10.9,3.28,74.71,39.95,16.74,24.82,36.49,128052,27.75,33848655.41
Pirojpur,2057,22.5841,89.972,1.59,1.61,2.84,6.7,71.4,28.93,36.7,48.26,48.68,153340,38.32,89070951.33
Chandpur,2044,23.2333,90.6712,0.16,0.94,23.1,7.64,73.1,4.78,12.09,25.76,42.25,61249,31.5,62893795.19
Bogura,2072,24.8465,89.3776,3.91,0.0,4.77,8.87,80.62,46.84,18.59,41.71,28.36,75924,57.54,26497838.64
Dhaka,2037,23.8103,90.4125,0.0,0.0,38.12,2.85,74.05,44.15,30.06,22.08,22.51,39681,23.38,11771865.47
Comilla,2070,23.4607,91.1809,3.25,2.33,34.58,8.84,73.37,55.88,21.22,65.92,57.98,230773,65.29,99914278.13
Pirojpur,2060,22.5841,89.972,3.24,2.44,2.45,9.21,72.79,38.71,28.82,78.36,59.61,419666,58.02,149782887.4
Chandpur,2057,23.2333,90.6712,5.24,1.41,11.77,4.38,76.46,30.06,27.27,41.45,31.07,165638,30.58,36866519.4
Rangpur,2095,25.7439,89.2752,4.98,1.48,44.43,9.71,78.48,65.8,40.9,65.6,41.52,78366,54.94,16017874.27
Patuakhali,2032,22.3596,90.3296,2.17,0.3,6.35,3.67,72.62,26.27,11.4,23.5,23.57,97737,40.17,32744962.71
Bhola,2074,22.6859,90.6482,2.83,2.05,4.03,5.71,72.98,58.63,36.68,51.62,44.43,201456,42.83,104397051.37
Faridpur,2067,23.607,89.8429,2.92,2.01,33.67,5.68,80.43,34.95,29.56,49.7,33.63,136477,39.3,46529830.05
Bogura,2060,24.8465,89.3776,3.02,0.48,38.0,4.38,70.81,0.0,23.77,14.99,26.13,16540,18.22,11797319.37
Khulna,2068,22.8456,89.5403,3.33,1.76,26.71,8.72,85.3,53.75,19.95,67.36,69.17,397853,56.39,154818554.09
Noakhali,2063,22.8696,91.0995,1.97,0.78,33.01,8.82,68.3,54.48,33.8,62.58,62.59,330164,53.65,145456422.69
Khulna,2082,22.8456,89.5403,3.52,2.07,39.14,9.45,82.28,61.3,43.63,77.14,85.82,560572,69.08,276725962.81
Khulna,2038,22.8456,89.5403,2.94,1.06,2.04,5.17,83.18,50.61,10.0,45.21,38.9,193119,56.03,71475469.12
Cox's Bazar,2072,21.4272,92.0058,4.15,1.88,43.91,5.22,77.29,69.3,40.09,58.34,47.11,287586,42.41,74917032.42
Faridpur,2060,23.607,89.8429,2.2,0.14,4.48,6.45,67.55,40.01,13.2,46.07,49.14,122671,40.56,41069974.9
Chandpur,2065,23.2333,90.6712,4.31,1.19,21.71,5.48,86.14,0.0,22.12,31.56,30.32,123037,40.1,26842466.76
Dhaka,2040,23.8103,90.4125,0.56,1.17,18.25,3.89,74.14,34.9,20.67,22.65,21.52,35676,20.5,12359798.36
Pirojpur,2079,22.5841,89.972,3.18,2.45,33.41,10.0,67.5,63.54,29.45,88.06,81.8,615792,64.7,182778392.63
Khulna,2038,22.8456,89.5403,0.1,1.22,14.85,4.99,74.99,34.37,28.85,57.82,54.11,263060,46.18,100268117.17
Shariatpur,2075,23.2423,90.4348,2.32,1.76,42.12,5.15,76.01,61.26,28.67,61.56,39.28,286399,35.77,35365775.98
Bhola,2073,22.6859,90.6482,2.33,2.29,28.09,7.85,75.07,61.83,25.26,81.25,67.69,455310,48.52,171500995.31
Comilla,2030,23.4607,91.1809,0.15,0.67,-14.67,6.59,76.49,31.34,8.06,36.53,33.1,88438,37.9,23821751.06
Barisal,2030,22.701,90.3535,0.34,0.67,11.95,6.85,70.01,41.18,15.42,37.03,45.2,209456,36.88,78160329.53
Rajshahi,2027,24.3745,88.6042,0.97,0.11,-8.77,3.65,70.4,15.34,13.61,21.6,19.34,24071,20.94,11157225.93
Sylhet,2051,24.8949,91.8687,2.85,0.03,-0.83,5.11,90.79,66.25,27.59,43.33,23.14,113923,38.48,29429166.92
Noakhali,2064,22.8696,91.0995,2.44,2.18,-3.44,7.46,73.89,43.3,27.84,55.63,53.11,293797,43.68,94055065.14
Satkhira,2035,22.7185,89.0705,0.85,0.7,9.83,4.55,85.61,41.38,14.6,36.34,27.54,138122,35.52,36665280.04
Dhaka,2028,23.8103,90.4125,0.74,0.17,2.67,8.63,71.34,0.05,3.0,30.44,39.57,68382,41.25,36359154.1
Patuakhali,2065,22.3596,90.3296,2.66,2.03,39.16,8.22,75.21,48.29,41.52,71.81,75.89,580235,57.23,180783262.24
Comilla,2039,23.4607,91.1809,2.23,0.73,5.19,5.55,76.09,30.98,40.16,24.53,36.82,63467,32.24,42845582.54
Bagerhat,2028,22.6602,89.7895,0.56,0.41,-1.51,6.41,72.11,41.33,5.17,28.19,32.99,105518,46.4,39080288.08
Bagerhat,2097,22.6602,89.7895,4.69,2.77,16.02,10.0,76.67,63.54,32.53,93.73,82.69,619948,65.37,233533513.33
Bogura,2032,24.8465,89.3776,0.39,1.37,1.41,3.89,68.79,12.8,9.87,14.85,12.96,17503,26.54,7345696.67
Dhaka,2095,23.8103,90.4125,3.95,1.84,41.22,8.21,73.87,38.06,23.44,57.5,49.96,114602,40.84,38971624.54
Jhalokati,2095,22.6406,90.1987,4.63,2.55,60.0,10.0,90.32,73.67,30.29,91.84,78.99,791106,70.73,215648636.32
Rangpur,2025,25.7439,89.2752,2.39,0.0,37.57,3.06,66.56,18.72,1.79,24.39,13.2,25117,31.03,7437973.6
Barisal,2036,22.701,90.3535,0.47,0.54,53.01,6.82,74.58,26.46,17.59,39.0,46.78,244159,34.72,64966045.21
Jhalokati,2055,22.6406,90.1987,1.47,1.69,21.79,3.68,78.86,19.12,28.55,33.39,43.4,160615,25.0,25279103.35
Chittagong,2071,22.3569,91.7832,2.17,2.88,28.25,9.26,78.2,50.0,27.01,86.5,74.93,466160,71.48,179926512.22
Noakhali,2038,22.8696,91.0995,0.0,1.1,16.72,5.77,73.97,27.85,15.51,39.4,43.21,182471,43.48,63960742.14
Satkhira,2097,22.7185,89.0705,4.52,2.48,42.29,7.19,76.51,36.78,32.8,78.1,66.05,529536,67.7,161809600.51
Rangpur,2059,25.7439,89.2752,2.08,0.56,14.11,4.73,84.54,56.09,10.89,29.0,19.34,35184,40.08,17878962.88
Satkhira,2074,22.7185,89.0705,2.95,2.54,19.37,7.9,77.74,15.89,29.05,62.44,67.81,419196,41.75,134742491.27
Chandpur,2042,23.2333,90.6712,0.82,1.1,13.09,6.93,65.01,33.89,15.73,46.41,45.58,201257,49.24,57225488.9
Barisal,2080,22.701,90.3535,2.73,1.92,43.29,6.1,84.3,59.68,38.24,62.65,57.96,369573,45.73,91185381.99
Patuakhali,2027,22.3596,90.3296,1.07,0.18,9.56,7.6,72.56,23.97,1.87,39.6,48.9,292508,43.06,112665726.29
Patuakhali,2042,22.3596,90.3296,2.68,1.49,40.35,5.78,68.85,48.84,25.78,63.52,62.6,490734,50.05,117448922.15
Jhalokati,2040,22.6406,90.1987,1.95,0.54,19.17,5.69,79.43,35.74,26.48,21.6,35.16,129875,44.88,48308838.91
Satkhira,2071,22.7185,89.0705,3.28,2.13,36.34,7.92,75.21,45.95,18.37,71.46,63.98,425783,50.8,165459820.89
Cox's Bazar,2074,21.4272,92.0058,2.38,1.5,43.92,5.83,83.51,78.82,41.02,66.77,62.1,485843,37.57,95631875.68
Comilla,2027,23.4607,91.1809,0.82,0.96,10.21,4.34,73.57,22.96,11.16,28.28,19.81,74756,33.4,26434636.55
Chittagong,2040,22.3569,91.7832,0.34,0.84,59.48,7.73,73.27,43.77,24.82,39.38,61.97,242411,42.96,93555178.07
Bogura,2049,24.8465,89.3776,1.52,0.0,24.44,1.77,75.75,55.61,26.03,33.92,26.51,54815,26.81,12327302.51
Faridpur,2027,23.607,89.8429,1.86,0.32,36.58,3.38,83.66,39.72,15.27,32.26,29.61,85329,30.99,21450135.97
Chandpur,2093,23.2333,90.6712,2.83,2.64,18.67,8.51,86.14,72.69,18.94,73.48,59.92,329418,65.4,89978823.46
Sylhet,2061,24.8949,91.8687,3.33,0.95,-1.98,6.35,86.22,26.41,43.29,33.21,38.29,90251,37.23,40667866.5
Barisal,2053,22.701,90.3535,4.57,1.15,13.78,8.26,88.87,61.23,12.86,64.55,47.25,426492,46.51,104649967.11
Comilla,2034,23.4607,91.1809,1.78,0.36,36.39,5.76,79.83,15.16,30.99,23.28,44.15,107694,33.63,36803488.01
Chandpur,2053,23.2333,90.6712,2.15,1.64,35.07,4.24,76.22,4.35,25.77,20.04,35.99,94370,23.55,31845382.66
Cox's Bazar,2036,21.4272,92.0058,1.71,0.14,23.74,2.87,65.19,33.69,16.24,27.91,22.83,132827,28.95,32291993.8
Pirojpur,2045,22.5841,89.972,2.74,1.3,24.63,7.19,66.19,13.01,19.72,43.24,50.81,233482,42.96,62122295.63
Chittagong,2082,22.3569,91.7832,2.59,2.56,4.63,9.06,72.27,52.37,37.36,77.36,57.83,397502,49.04,100404871.42
Dhaka,2073,23.8103,90.4125,3.69,1.24,38.24,6.88,78.48,31.18,24.28,32.36,30.92,69176,34.38,41087323.96
Pirojpur,2098,22.5841,89.972,4.31,2.2,33.38,8.99,87.86,59.07,32.94,73.38,60.31,382933,57.15,149045338.15
Noakhali,2048,22.8696,91.0995,1.89,1.03,-6.61,7.14,73.28,52.68,31.66,50.9,44.13,256055,48.4,82208884.1
Jhalokati,2086,22.6406,90.1987,4.3,2.63,29.21,6.02,84.24,47.77,32.98,65.49,41.69,265396,51.5,90361235.56
Bogura,2035,24.8465,89.3776,0.0,1.03,20.17,2.18,71.34,36.72,23.1,19.46,23.5,17699,18.1,5404123.56
Noakhali,2047,22.8696,91.0995,3.23,2.15,22.32,5.19,76.02,48.07,8.36,52.52,50.08,197100,37.8,75449769.23
Cox's Bazar,2037,21.4272,92.0058,1.06,0.79,23.92,8.7,75.52,35.4,30.42,47.61,49.71,301118,54.54,113775457.11
Noakhali,2076,22.8696,91.0995,5.59,1.47,29.52,10.0,73.04,51.76,25.5,67.22,71.3,525361,60.54,139537471.11
Khulna,2061,22.8456,89.5403,2.89,1.51,51.97,10.0,90.78,34.62,29.15,73.83,82.99,592033,69.46,222625780.06
Jhalokati,2065,22.6406,90.1987,1.64,1.99,22.09,8.01,80.68,51.91,25.3,67.39,57.52,259731,56.73,97934495.64
Noakhali,2031,22.8696,91.0995,0.46,0.66,10.95,1.73,73.34,50.53,12.99,26.8,27.07,106102,34.51,11943634.24
Jhalokati,2041,22.6406,90.1987,2.26,2.08,4.67,2.85,76.75,33.55,24.5,47.51,31.28,140241,37.97,37885847.74
Satkhira,2057,22.7185,89.0705,3.32,2.2,39.06,6.72,65.57,44.25,17.47,63.12,52.13,341387,41.15,82082118.48
Bagerhat,2067,22.6602,89.7895,2.18,1.91,41.12,9.06,84.25,55.82,31.99,80.3,76.74,385274,58.29,220044447.12
Noakhali,2029,22.8696,91.0995,2.48,0.42,12.88,6.81,74.33,34.64,23.26,33.53,40.33,203409,39.58,85304475.18
Comilla,2050,23.4607,91.1809,0.81,1.22,32.99,5.36,80.07,51.18,15.16,35.0,34.03,107004,29.45,30066553.7
Barisal,2092,22.701,90.3535,4.46,2.93,28.61,10.0,78.91,59.92,20.13,86.81,80.62,728415,69.24,260531103.81
Shariatpur,2041,23.2423,90.4348,1.15,0.0,0.64,4.34,70.86,38.66,29.29,38.74,35.29,176957,32.19,27062580.63
Comilla,2058,23.4607,91.1809,1.07,0.63,31.0,6.04,77.37,25.49,23.71,37.3,36.86,87724,28.05,29894788.36
Noakhali,2075,22.8696,91.0995,3.61,1.76,-3.16,8.75,74.95,65.27,22.28,64.16,60.28,565019,59.83,140866613.68
Barisal,2027,22.701,90.3535,0.0,0.0,-20.0,7.74,84.38,36.92,16.61,31.65,44.47,264578,43.76,69968905.7
Sylhet,2069,24.8949,91.8687,4.16,1.39,1.25,5.65,72.03,46.8,28.39,42.38,40.47,137368,44.49,41448796.37
Jhalokati,2070,22.6406,90.1987,2.65,1.38,12.61,7.26,69.48,56.02,11.76,56.85,40.4,232811,51.06,121705647.03
Chittagong,2087,22.3569,91.7832,3.77,2.19,21.75,7.69,86.56,53.27,49.53,71.48,58.48,363410,50.31,146791240.29
Jhalokati,2030,22.6406,90.1987,0.16,0.17,22.24,6.91,83.82,40.35,15.67,42.55,37.3,126104,45.84,52924013.54
Cox's Bazar,2044,21.4272,92.0058,1.98,1.14,31.67,7.36,78.2,32.9,20.93,45.73,49.68,375755,45.47,98569619.16
Jhalokati,2076,22.6406,90.1987,4.2,2.42,41.91,8.34,86.65,73.56,30.86,78.34,72.82,385197,55.64,148825030.77
Bogura,2069,24.8465,89.3776,3.72,0.23,20.53,6.03,79.93,39.16,26.19,33.44,27.39,39727,40.62,9827020.86
Rangpur,2026,25.7439,89.2752,0.67,0.52,-11.41,2.63,74.49,46.37,17.92,17.58,13.51,22889,18.28,7302436.45
Sylhet,2072,24.8949,91.8687,2.88,2.85,22.61,8.05,75.42,57.97,34.5,65.85,54.48,211527,43.94,100756320.4
Faridpur,2027,23.607,89.8429,0.0,1.23,-1.23,3.84,85.06,28.7,14.23,20.14,10.74,46753,30.92,18352379.03
Rangpur,2055,25.7439,89.2752,2.42,0.0,28.9,5.62,90.04,39.55,15.46,30.63,25.08,39576,34.17,10300129.48
Cox's Bazar,2068,21.4272,92.0058,3.22,2.61,28.39,8.93,85.66,55.56,19.95,80.05,76.3,606111,65.47,167642353.57
Sylhet,2044,24.8949,91.8687,1.79,0.76,35.12,1.71,77.21,36.91,9.09,30.49,18.41,62029,39.44,22419520.09
Satkhira,2077,22.7185,89.0705,3.73,2.28,60.0,9.61,76.05,35.76,33.4,76.14,70.15,606824,57.54,214988671.67
Khulna,2066,22.8456,89.5403,2.43,2.28,18.93,6.94,76.18,68.28,23.69,79.69,72.81,442957,38.84,192535874.54
Chittagong,2093,22.3569,91.7832,3.48,2.47,30.98,10.0,83.21,82.8,37.09,88.27,76.63,684098,72.71,251998107.84
Satkhira,2083,22.7185,89.0705,3.85,2.89,27.44,6.91,76.35,56.24,35.76,84.79,58.52,419494,54.35,167072050.2
Faridpur,2095,23.607,89.8429,3.92,1.24,45.25,8.51,78.54,55.04,42.68,51.49,49.9,229723,47.81,75273634.53
Dhaka,2039,23.8103,90.4125,1.63,0.33,28.07,6.49,83.0,17.26,29.17,25.98,28.23,54121,37.07,24097988.15
Noakhali,2083,22.8696,91.0995,4.38,2.52,24.61,7.47,83.65,57.68,19.46,77.95,58.63,544956,48.17,129639795.99
Bogura,2068,24.8465,89.3776,2.23,0.46,53.76,6.54,74.84,16.56,12.7,25.24,27.17,37357,16.12,15423906.14
Chittagong,2091,22.3569,91.7832,3.75,3.21,60.0,6.07,77.23,49.75,33.77,67.68,69.34,365852,47.93,147170548.41
Khulna,2053,22.8456,89.5403,2.63,1.06,0.64,5.79,91.11,54.06,24.66,43.77,47.41,177692,34.94,69982334.61
Chittagong,2089,22.3569,91.7832,5.5,2.4,25.49,6.34,82.29,64.0,38.38,75.25,58.05,406731,49.2,124612642.99
Shariatpur,2088,23.2423,90.4348,4.31,2.37,36.23,9.87,72.3,42.59,29.64,62.99,61.7,312833,61.15,122906691.85
Chandpur,2050,23.2333,90.6712,2.41,0.74,22.01,7.15,84.83,39.08,8.49,33.04,35.82,74921,50.72,54286252.92
Rajshahi,2027,24.3745,88.6042,0.21,0.83,-5.9,1.9,70.62,32.35,20.5,27.23,23.94,30320,31.87,8429260.98
Faridpur,2062,23.607,89.8429,2.19,0.77,15.32,5.03,76.18,54.59,38.59,30.19,25.38,69052,39.19,26752842.02
Chandpur,2033,23.2333,90.6712,1.95,1.0,12.92,3.55,77.48,30.04,15.21,27.59,30.48,89980,36.03,35639269.62
Shariatpur,2074,23.2423,90.4348,2.88,2.28,36.58,10.0,82.09,62.68,30.39,75.43,67.42,432739,63.38,174568329.18
Noakhali,2046,22.8696,91.0995,1.61,0.92,-1.44,8.8,73.99,54.98,22.81,59.68,57.13,313655,47.34,172859219.99
Jhalokati,2044,22.6406,90.1987,2.79,1.64,11.44,6.54,77.3,21.76,18.58,49.74,41.46,203858,40.8,102646781.0
Chittagong,2088,22.3569,91.7832,4.34,2.46,25.59,8.46,85.72,71.95,33.29,86.92,78.31,645227,59.59,199792612.14
Chandpur,2039,23.2333,90.6712,1.0,0.0,-14.74,5.37,78.28,18.47,27.1,26.67,40.4,111502,25.47,41752160.73
Rajshahi,2069,24.3745,88.6042,2.62,0.0,29.1,4.73,86.42,37.97,40.53,17.27,27.47,33857,23.33,10842156.14
